title,publication_date,source,url,description,ai_keywords_found,ce_keywords_found
‘It’s going much too fast’: the inside story of the race to create the ultimate AI,2025-12-01T10:00:31Z,Guardian - Technology,https://www.theguardian.com/technology/ng-interactive/2025/dec/01/its-going-much-too-fast-the-inside-story-of-the-race-to-create-the-ultimate-ai,"In Silicon Valley, rival companies are spending trillions of dollars to reach a goal that could change humanity – or potentially destroy it","generative AI, artificial intelligence",construction
"Trump news at a glance: president says Democrats should be arrested for ‘seditious behavior’, drawing outrage",2025-11-21T02:03:59Z,Guardian - US news,https://www.theguardian.com/us-news/2025/nov/20/trump-news-at-a-glance-democrats,"After Trump logged on and chose violence, Democratic leaders condemned his ‘disgusting and dangerous death threats’ ",artificial intelligence,construction
"US economy added more jobs than forecast in September, after shock losses in August – as it happened",2025-11-20T15:36:44Z,Guardian - Business,https://www.theguardian.com/business/live/2025/nov/20/markets-rally-nvidia-results-ai-bubble-us-jobs-report-ftse-pound-dollar-business-live-news,"US non-farm payrolls rose by 119,000 in September, but new data also shows economy shed jobs in August",artificial intelligence,"transportation, construction"
Amazon vs Perplexity: the AI agent war has arrived,2025-11-18T14:02:50Z,Guardian - Technology,https://www.theguardian.com/technology/2025/nov/18/amazon-vs-perplexity-the-ai-agent-war-has-arrived,A lawsuit over automated shopping reveals a deeper struggle over who will control the next generation of AI and what happens when autonomous agents start acting on our behalf,artificial intelligence,construction
Japan and Switzerland’s economies contract as US tariffs hit exports; Alphabet shares jump after Warren Buffett reveals stake – as it happened,2025-11-17T18:34:58Z,Guardian - Business,https://www.theguardian.com/business/live/2025/nov/17/japan-economy-contracts-exports-us-tariffs-trade-war-ftse-stock-markets-business-live-news,Rolling coverage of the latest economic and financial news,artificial intelligence,"tunnel, infrastructure, construction"
Anthropic announces $50bn plan for datacenter construction in US,2025-11-12T22:29:49Z,Guardian - Technology,https://www.theguardian.com/technology/2025/nov/12/anthropic-50bn-datacenter-construction,AI startup behind Claude chatbot working with London-based Fluidstack on building vast new computing facilities,artificial intelligence,"infrastructure, construction"
UK gets record demand at government debt auction; FTSE 100 index sets new closing high – as it happened,2025-11-12T16:40:31Z,Guardian - Business,https://www.theguardian.com/business/live/2025/nov/12/softbank-shares-nvidia-sale-ai-valuations-ftse-100-yen-stock-markets-business-live-news,"Sale of index-linked debt sees record demand, while UK bond yields are only marginally higher on the back of ‘political chaos’","robotics, artificial intelligence","structural, infrastructure, construction"
Tehan and Ley to reveal Liberals’ net zero emissions position tomorrow – as it happened,2025-11-12T07:07:32Z,Guardian - Australia news,https://www.theguardian.com/australia-news/live/2025/nov/12/australia-news-live-fossil-fuel-lending-banks-net-zero-emissions-coalition-sussan-ley-liberals-nationals-anthony-albanese-labor-ntwnfb,This blog is now closed,artificial intelligence,"structural, infrastructure, construction"
The race begins to make the world’s best self-driving cars,2025-11-11T14:27:20Z,Guardian - Technology,https://www.theguardian.com/technology/2025/nov/10/waymo-baidu-apollo-go-china-elon-musk-tesla,Chinese search giant Baidu challenges Google’s Waymo’s driverless vehicles and Musk aims for a $1tn pay package,artificial intelligence,"transportation, construction"
Waiting for the tsunami: Tofino’s waves are loved by surfers – but this Canadian town is braced for disaster ,2025-11-11T12:00:54Z,Guardian - Environment,https://www.theguardian.com/environment/2025/nov/11/canada-tofino-disasters-earthquakes-tsunami-tourism-tectonics,How do you plan for an event whose timing is unknown? For Tofino’s residents the threat is distant but signs of preparedness are everywhere,artificial intelligence,construction
The Crunch: the decline of Australian children’s TV; rivers in the sky; and where is western Europe?,2025-11-11T01:27:48Z,Guardian - News,https://www.theguardian.com/news/2025/nov/11/the-crunch-the-decline-of-australian-childrens-tv-rivers-in-the-sky-and-where-is-western-europe,Streaming services may be forced to produce Australian content if the Labor’s long-awaited legislation passes parliament this week,artificial intelligence,construction
Datacenters meet resistance over environmental concerns as AI boom spreads in Latin America,2025-11-10T23:58:06Z,Guardian - Technology,https://www.theguardian.com/technology/2025/nov/10/data-centers-latin-america,An expert describes how communities in some of the world’s driest areas are demanding transparency as secretive governments court billions in foreign investment,artificial intelligence,"infrastructure, construction"
Stock markets drop amid jitters over US economy and tech valuations – business live,2025-11-07T17:04:22Z,Guardian - Business,https://www.theguardian.com/business/live/2025/nov/07/itv-talks-sell-broadcasting-arm-sky-shares-bank-of-england-stock-markets-business-live,The Nasdaq is poised for its worst weekly performance since March.,artificial intelligence,"infrastructure, construction"
Former federal Liberal candidate says dumping net zero could cause ‘generational damage’ – as it happened,2025-11-07T06:44:01Z,Guardian - Australia news,https://www.theguardian.com/australia-news/live/2025/nov/07/australia-news-live-sussan-ley-coalition-liberals-nationals-leadership-senate-anthony-albanese-labor-net-zero-ntwnfb,This blog is now closed,"generative AI, artificial intelligence","infrastructure, construction"
Bank of England says UK inflation has peaked after leaving rates at 4%; US job cuts jump as firms turn to AI – as it happened,2025-11-06T16:06:16Z,Guardian - Business,https://www.theguardian.com/business/live/2025/nov/06/bank-of-england-interest-rates-andrew-bailey-stock-markets-pound-budget-business-live-news,"Economists predict UK rate cuts in December, after narrow vote to hold Bank Rate at 4% today",artificial intelligence,"structural, construction"
European markets down and Asian chipmakers tumble in global stock sell-off amid worries over AI bubble – as it happened,2025-11-05T15:08:15Z,Guardian - Business,https://www.theguardian.com/business/live/2025/nov/05/china-ends-tariffs-us-imports-soy-bean-levies-ms-profits-cyber-attack-business-live,Deutsche Bank: Growing chorus of ‘whether we might be on verge of equity correction;’ China ends tariffs on US imports including farm goods but soy bean levies remain,artificial intelligence,"transportation, infrastructure, bridge, construction"
Boom or bubble? Inside the $3tn AI datacentre spending spree,2025-11-02T12:00:02Z,Guardian - Technology,https://www.theguardian.com/technology/2025/nov/02/global-datacentre-boom-investment-debt,Investment in these vast warehouses is huge but some worry the debt-fuelled exuberance will backfire,"generative AI, artificial intelligence","structural, infrastructure, concrete, construction"
Judge rules Trump can’t require citizenship proof on federal voting form – as it happened,2025-10-31T21:54:21Z,Guardian - US news,https://www.theguardian.com/us-news/live/2025/oct/31/donald-trump-filibuster-shutdown-snap-food-refugees-drug-boats-latest-news-updates,This live blog is now closed.,artificial intelligence,"transportation, construction"
Former Adelaide MP named new ALP president – as it happened,2025-10-30T07:22:50Z,Guardian - Australia news,https://www.theguardian.com/australia-news/live/2025/oct/30/anthony-albanese-donald-trump-meeting-murray-watt-epbc-nature-laws-press-club-parliament-labor-coalition-sussan-ley-ntwnfb,This blog is now closed,artificial intelligence,"bridge, infrastructure, construction"
Microsoft reports strong earnings as Azure hit by major outage,2025-10-29T23:56:29Z,Guardian - Technology,https://www.theguardian.com/technology/2025/oct/29/microsoft-earnings-azure-outage-xbox,Tech giant reports earnings of $3.72 per share day after deal with OpenAI pushed value of company to more than $4tn,artificial intelligence,"infrastructure, construction"
Stock markets rise to record highs and Apple touches $4tn market value for first time – as it happened,2025-10-28T14:56:49Z,Guardian - Business,https://www.theguardian.com/business/live/2025/oct/28/uk-productivity-downgrade-tax-rise-speculation-reeves-hsbc-pharma-business-live,"UK chancellor confident of Gulf trade deal, as she faces £20bn-plus hit to public finances from UK productivity downgrade","artificial intelligence, machine learning",construction
"Oil firm Petrofac enters administration, putting 2,000 jobs at risk; Greencore-Bakkavor food giant deal faces UK competition concerns – as it happened",2025-10-27T15:44:32Z,Guardian - Business,https://www.theguardian.com/business/live/2025/oct/27/global-stocks-rally-us-china-trade-greencore-bakkavor-deal-uk-competition-business-live-news,"Wall Street hits new highs on US-China trade deal hopes; Argentina’s currency, stocks and government bonds surge after Javier Milei’s far-right party wins election",artificial intelligence,"structural, infrastructure, construction"
"Amazon strategised about keeping its datacentres’ full water use secret, leaked document shows",2025-10-25T10:00:32Z,Guardian - Technology,https://www.theguardian.com/technology/2025/oct/25/amazon-datacentres-water-use-disclosure,Executives at world’s biggest datacentre owner grappled with disclosing information about water used to help power facilities,artificial intelligence,construction
Commons to ask crown estate for details of Prince Andrew’s rent-free housing as inquiry moves closer – as it happened,2025-10-23T16:36:06Z,Guardian - Politics,https://www.theguardian.com/politics/live/2025/oct/23/jess-phillips-grooming-gangs-inquiry-keir-starmer-labour-uk-politics-latest-news,Conservative chair of public accounts committee to raise questions about Andrew’s deal at Royal Lodge,artificial intelligence,"bridge, infrastructure, construction"
Lidia Thorpe refers NT attorney general to anti-corruption watchdog – as it happened,2025-10-22T07:28:32Z,Guardian - Australia news,https://www.theguardian.com/australia-news/live/2025/oct/22/australia-news-live-weather-nsw-qld-heat-record-melbourne-destructive-wind-rex-airlines-bid-albanese-washington-sussan-ley-labor-coalition-ntwnfb,This blog is now closed,artificial intelligence,"tunnel, infrastructure, construction"
"The Guardian view on post-16 education: colleges need attention, but the latest proposals are a mixed bag",2025-10-21T17:45:58Z,Guardian - Opinion,https://www.theguardian.com/commentisfree/2025/oct/21/the-guardian-view-on-post-16-education-colleges-need-attention-but-the-latest-proposals-are-a-mixed-bag,<strong>Editorial:</strong> Another qualifications upheaval risks undermining the government’s good ideas,artificial intelligence,"bridge, construction"
Fears over higher rates as Georgia moves to provide more electricity for AI datacenters,2025-10-19T12:00:13Z,Guardian - US news,https://www.theguardian.com/us-news/2025/oct/19/georgia-electricity-datacenters,"State’s Republican-dominated public service commission to decide on power expansion and prices, as Democrats vie for seats at table",artificial intelligence,construction
IMF chief reveals worries about private credit market keep her awake at night – as it happened,2025-10-16T15:23:29Z,Guardian - Business,https://www.theguardian.com/business/live/2025/oct/16/uk-gdp-economy-growth-august-reeves-budget-imf-business-live-news,"International Monetary Fund managing director Kristalina Georgieva urges more attention to the non-bank financial institutions, as the world may have “a foot out in the cold”",artificial intelligence,"infrastructure, construction"
Marles insists there is ‘a good story to tell’ in Australia-US defence relationship – as it happened,2025-10-16T06:30:47Z,Guardian - Australia news,https://www.theguardian.com/australia-news/live/2025/oct/16/australia-news-live-tony-burke-crypto-atms-crime-real-income-aihw-wellbeing-bluey-coins-mint-ntwnfb,This blog is now closed,artificial intelligence,"tunnel, bridge, infrastructure, construction"
"Global financial system vulnerable to shocks amid recent stock market surge, Bank of England chief warns – as it happened",2025-10-13T14:14:35Z,Guardian - Business,https://www.theguardian.com/business/live/2025/oct/13/asian-stocks-tumble-fresh-us-china-trade-spat-chinese-exports-top-forecasts-business-live,Wall Street rallies at the open as fears over US-China trade war ease,artificial intelligence,"bridge, concrete, construction"
Entry-level workers face AI ‘job-pocalypse’; US probes Tesla’s self-driving system – as it happened,2025-10-09T15:20:07Z,Guardian - Business,https://www.theguardian.com/business/live/2025/oct/09/water-customers-bill-hike-winter-blackouts-risk-falls-stock-markets-pound-ftse-business-live-news,"Business leaders are prioritising automation through AI to fill skills gaps, rather than training junior employees, survey finds","robotics, artificial intelligence, automation","bridge, construction"
Governments are spending billions on their own ‘sovereign’ AI technologies – is it a big waste of money?,2025-10-09T00:32:07Z,Guardian - Technology,https://www.theguardian.com/technology/2025/oct/09/governments-spending-billions-sovereign-ai-technology,Many US-built AI systems fall short but competing against tech giants neither easy nor cheap,artificial intelligence,"bridge, construction"
"Bank of England warns of risk of AI market correction; gold hits new $4,000 an ounce record – as it happened",2025-10-08T14:12:44Z,Guardian - Business,https://www.theguardian.com/business/live/2025/oct/08/spot-gold-rises-above-4000-first-time-vertu-motors-warns-profit-hit-jlr-disruption-federal-reserve-imf-business-live,"Soaring tech valuations could drop amid potentially ‘disappointing’ progress on AI, central bank says; gold has doubled in two years and extends 50% rally so far this year","generative AI, artificial intelligence","structural, construction"
"ABC not banned from Trump press conferences, managing director says – as it happened",2025-10-08T07:30:14Z,Guardian - Australia news,https://www.theguardian.com/australia-news/live/2025/oct/08/australia-politics-live-gaza-rally-parliament-anthony-albanese-sussan-ley-question-time-andrew-hastie-ntwnfb,This blog is now closed,artificial intelligence,"tunnel, bridge, infrastructure, construction"
Embracing Innovation: businesses improving Australia’s future,2025-10-06T19:26:49Z,Guardian - Telstra Best of Business Awards: 2025,https://www.theguardian.com/telstra-best-of-business-awards-2025/2025/oct/07/embracing-innovation-businesses-improving-australias-future,Meet the winning businesses that are innovating with technology to help solve modern challenges,artificial intelligence,construction
Politics drives markets: euro and Paris stock market slide amid French political crisis; Japanese stocks surge after Takaichi’s victory– business live,2025-10-06T14:00:29Z,Guardian - Business,https://www.theguardian.com/business/live/2025/oct/06/yen-slumps-nikkei-record-sanae-takaichi-wins-election-gold-nears-4000-rally-continues-business-live-news,"Rolling coverage of the latest economic and financial news, as France’s prime minister resigns unexpectedly",artificial intelligence,"infrastructure, construction"
US government shutdown: Donald Trump promises firings and cuts to ‘Democrats’ favorite projects’ if shutdown continues – as it happened,2025-10-03T02:13:26Z,Guardian - US news,https://www.theguardian.com/us-news/live/2025/oct/02/government-shutdown-trump-democrats-latest-updates,President says ‘I want to survive’ when asked about his plans for 2026 in interview with OAN television network,artificial intelligence,"tunnel, transportation, infrastructure, construction"
UK’s FTSE 100 share index closes at record high as AstraZeneca becomes London’s biggest stock again – as it happened,2025-10-01T17:04:32Z,Guardian - Business,https://www.theguardian.com/business/live/2025/oct/01/uk-house-prices-return-to-growth-us-dollar-shutdown-manufacturing-growth-business-live-news,FTSE 100 hits record high as global stocks celebrate best September since 2013,"robotics, artificial intelligence","bridge, construction"
First closure of US government since 2018 begins after funding bill fails – as it happened,2025-10-01T06:29:50Z,Guardian - US news,https://www.theguardian.com/us-news/live/2025/sep/30/us-government-shutdown-funding-trump-vance-portland-hegseth-latest-updates,Competing bills rejected in Senate as Republicans and Democrats accuse each other of partisan politics,artificial intelligence,construction
"‘I think we’re headed to a shutdown,’ says JD Vance as Mike Johnson calls for more time for negotiations – as it happened",2025-09-30T02:02:33Z,Guardian - US news,https://www.theguardian.com/us-news/live/2025/sep/29/donald-trump-benjamin-netanyahu-gaza-white-house-us-politics-live,Congressional leaders meet with Trump over government shutdown as vice-president reportedly says Democrats ‘won’t do’ the right thing,artificial intelligence,"tunnel, infrastructure, construction"
Trump tariff announcement wipes $1bn from CSL value – as it happened,2025-09-26T07:41:27Z,Guardian - Australia news,https://www.theguardian.com/australia-news/live/2025/sep/26/australia-news-live-afl-grand-final-could-spread-queensland-measles-outbreak-albanese-heads-for-uk-talks-ntwnfb,This blog is closed,artificial intelligence,"infrastructure, construction"
Special relationship? There can be no such thing with a snake like Trump ,2025-09-25T04:00:27Z,Guardian - Opinion,https://www.theguardian.com/commentisfree/2025/sep/25/special-relationship-snake-trump-keir-starmer,"Keir Starmer has spent the best part of a year cosying up to the US president. It will be no surprise when he gets bitten, says Guardian columnist Aditya Chakrabortty",artificial intelligence,"infrastructure, construction"
UK fifth-worst country in Europe for loss of green space to development,2025-10-02T05:00:40Z,Guardian - Environment,https://www.theguardian.com/environment/2025/oct/02/uk-fifth-worst-country-in-europe-for-loss-of-green-space-to-development,"Exclusive: 1,680 football pitches of protected natural land in England, Wales and Northern Ireland lost in five years",machine learning,"infrastructure, concrete, construction"
Opposition wants ‘balanced outcome’ on environment protection reforms – as it happened,2025-10-27T06:37:46Z,Guardian - Australia news,https://www.theguardian.com/australia-news/live/2025/oct/27/epbc-environment-laws-ai-copyright-lobbying-transparency-federal-parliament-anthony-albanese-asean-sussan-ley-murray-watt-ntwnfb,This blog is now closed,generative AI,"bridge, infrastructure, construction"
AI might be creating a ‘permanent underclass’ but it’s the makers of the tech bubble who are replaceable ,2025-10-16T03:20:10Z,Guardian - Opinion,https://www.theguardian.com/commentisfree/2025/oct/16/ai-creating-underclass-makers-tech-bubble-replaceable,"Despite the relentless insistence of tech’s grifters, AI is not industrially inevitable – or even sustainable. Which is why it is time to push back ","generative AI, automation",construction
"World economy resilient amid Trump tariffs but outlook looks ‘dim’, says IMF",2025-10-14T14:06:03Z,Guardian - Business,https://www.theguardian.com/business/2025/oct/14/world-economy-trump-tariffs-imf-uk-global-gdp-forecasts,UK and global GDP growth forecasts upgraded for this year but immigration controls could have negative impact,generative AI,construction
Boomerang hires are highly valuable. Don’t insult them by paying them less,2025-10-05T14:00:39Z,Guardian - Business,https://www.theguardian.com/business/2025/oct/05/boomerang-hires-business,A boomerang hire comes with much less risk because you know what you’re getting. And you’re proposing to low-ball?,generative AI,construction
Michele Bullock says ‘nothing I can do personally’ about house prices – as it happened,2025-09-30T08:39:23Z,Guardian - Australia news,https://www.theguardian.com/australia-news/live/2025/sep/30/australia-news-live-albanese-supermarket-united-arab-emirates-uae-coalition-sussan-ley-andrew-hastie-reserve-bank-rba-chalmers-interest-rates-decision-ntwnfb,All the day’s news as it unfolded,generative AI,"structural, infrastructure, construction"
Want job security in the age of AI? Get a state license – any state license,2025-12-14T15:00:06Z,Guardian - Business,https://www.theguardian.com/business/2025/dec/15/job-security-state-license,The coming tech boom is about to launch a boom in people who do things with their hands and minds,robotics,construction
"Robotics, VR and a flight simulator: inside the new hub for tech at the University of South Wales",2025-12-04T12:51:39Z,Guardian - University Of South Wales Shaping Stem Innovation,https://www.theguardian.com/uni-south-wales-shaping-stem-innovation/2025/dec/04/tech-innovation-hub-at-university-of-south-wales,"Set to open in autumn 2026, the university’s new £60m home for Stem is its biggest ever single investment – and a major marker of ambition for the future",robotics,"concrete, construction"
"It’s still not OK, boomer: younger Americans are flailing – and mad as hell ",2025-12-07T14:00:27Z,Guardian - US news,https://www.theguardian.com/us-news/ng-interactive/2025/dec/07/boomer-millennial-gen-z-housing,"For young Americans, not being able to buy a house is more than a sob story. It’s the symbol of a broken social contract and a generational betrayal",automation,"tunnel, transportation, structural, construction, bridge"
UK politics: Your Party’s Sultana suggests ‘electoral alliances’ could help stop Farage – as it happened,2025-12-07T12:53:36Z,Guardian - Politics,https://www.theguardian.com/politics/live/2025/dec/07/keir-starmer-labour-reform-conservatives-your-party-uk-politics-latest-news-updates,Sultana says Labour party has ‘left the scene’ as she says she ‘gets on really well’ with Greens’ Polanski,automation,"structural, construction"
Michael Barnes obituary,2025-10-10T11:46:19Z,Guardian - Television & radio,https://www.theguardian.com/tv-and-radio/2025/oct/10/michael-barnes-obituary,Documentary maker whose programmes for the BBC’s Horizon series focused on those suffering injustice and discrimination,automation,"bridge, construction"
UK politics: Polanski claims Green support surging in London as five Labour councillors defect in Brent – as it happened,2025-12-15T18:07:50Z,Guardian - Politics,https://www.theguardian.com/politics/live/2025/dec/15/domestic-abuse-survivors-keir-starmer-labour-rishi-sunak-covid-uk-politics-live-news,Party leader says Labour ‘has abandoned any sense of progressive politics’,artificial intelligence,"structural, infrastructure"
Anti-immigrant material among AI-generated content getting billions of views on TikTok,2025-12-03T06:00:57Z,Guardian - Technology,https://www.theguardian.com/technology/2025/dec/03/anti-immigrant-material-among-ai-generated-content-getting-billions-of-views-on-tiktok,Researchers uncovered 354 AI-focused accounts that had accumulated 4.5bn views in a month,"generative AI, artificial intelligence",structural
Bank of England defends OBR’s independence against political attacks; UK banks pass stress tests – as it happened,2025-12-02T17:20:39Z,Guardian - Business,https://www.theguardian.com/business/live/2025/dec/02/ai-valuations-risk-financial-stability-bank-of-england-stock-markets-house-prices-business-live-news-updates,"BoE governor Andrew Bailey says it’s important to remember why Office for Budget Responsibility was created, amid row over budget leaks",artificial intelligence,"structural, infrastructure"
"Cases against Comey and James tossed, Pentagon investigating US senator and Turning Point USA looks to 2028 – as it happened",2025-11-25T02:47:31Z,Guardian - US news,https://www.theguardian.com/us-news/live/2025/nov/24/us-politics-trump-venezuela-marjorie-tayor-greene-latest-updates,This live blog is now closed.,artificial intelligence,structural
"Developing nations need climate justice, not debt",2025-11-24T17:01:05Z,Guardian - Environment,https://www.theguardian.com/environment/2025/nov/24/developing-nations-need-climate-justice-not-debt,"<strong>Letters: </strong>Countries that contributed least to historical emissions don’t seek charity but fairness, writes <strong>Nirbhay Rana.</strong> Plus, a letter by <strong>John Green</strong> ",artificial intelligence,structural
Former Liberal senator quits party – as it happened,2025-11-19T06:32:25Z,Guardian - Australia news,https://www.theguardian.com/australia-news/live/2025/nov/19/australia-news-live-optus-amazon-nsw-leaders-mark-speakman-challenge-spill-coalition-john-laws-funeral-ntwnfbhip-liberal,This blog is now closed,artificial intelligence,"structural, infrastructure"
What we lose when we surrender care to algorithms,2025-11-09T14:00:34Z,Guardian - US news,https://www.theguardian.com/us-news/ng-interactive/2025/nov/09/healthcare-artificial-intelligence-ai,A dangerous faith in AI is sweeping American healthcare – with consequences for the basis of society itself,"generative AI, artificial intelligence, automation",structural
Wall Street hits new highs as Nvidia becomes world’s first $5tn company – as it happened,2025-10-29T15:57:48Z,Guardian - Business,https://www.theguardian.com/business/live/2025/oct/29/donald-trump-cut-fentanyl-tariff-chinese-goods-expects-great-deal-with-xi-jinping-federal-reserve-rate-cut-business-live,Donald Trump says he will cut fentanyl tariff on Chinese goods and expects ‘great deal’ with Xi Jinping,artificial intelligence,"structural, concrete, bridge"
Victoria police don’t know if Dezi Freeman is still alive – as it happened,2025-10-13T06:33:43Z,Guardian - Australia news,https://www.theguardian.com/australia-news/live/2025/oct/13/australia-news-live-qantas-hack-data-leak-scam-warning-nsw-sydney-potholes-social-media-ban-anika-wells-albanese-sussan-ley-labor-liberal-coalition-ntwnfb,This blog is now closed,artificial intelligence,"tunnel, structural, infrastructure, bridge"
UK business growth hits five-month low amid budget uncertainty and weak demand – as it happened,2025-10-03T14:21:59Z,Guardian - Business,https://www.theguardian.com/business/live/2025/oct/03/oil-price-weekly-fall-opec-fuel-services-sector-no-non-farm-business-live-news,Rolling coverage of the latest economic and financial news,artificial intelligence,structural
"Meat is a leading emissions source – but few outlets report on it, analysis finds",2025-09-27T11:00:43Z,Guardian - Environment,https://www.theguardian.com/environment/2025/sep/27/meat-gas-emissions-reporting,Sentient Media reveals less than 4% of climate news stories mention animal agriculture as source of carbon emissions,artificial intelligence,"structural, transportation"
Television in titbits: the rise of the billion-dollar microdrama industry,2025-12-19T10:03:02Z,Guardian - Television & radio,https://www.theguardian.com/tv-and-radio/2025/dec/19/tv-microdrama-verticals-industry,"Hollywood is betting big on vertical microdramas, told in chunks under two minutes. Can a gimmick turn into a new form of entertainment?",generative AI,structural
Cloudflare admits ‘we have let the Internet down again’ after outage hits major web services – as it happened,2025-12-05T16:56:01Z,Guardian - Business,https://www.theguardian.com/business/live/2025/dec/05/uk-house-prices-affordability-stock-markets-us-inflation-ftse-pound-business-live-news-updates,Cloudflare reports it is investigating issues with Cloudflare Dashboard and related APIs,automation,"structural, infrastructure, bridge"
"Trump news at a glance: US seizure of Venezuela oil tanker an act of ‘maritime terrorism’, says Cuba",2025-12-14T06:12:59Z,Guardian - US news,https://www.theguardian.com/us-news/2025/dec/14/trump-administration-news-update-today,Cuban officials denounce the US seizure of the Skipper oil tanker off Venezuela’s coast. Key US politics stories from 13 December 2025,artificial intelligence,transportation
Trump confirms $12bn in assistance for American farmers amid concerns over trade and high prices – as it happened,2025-12-09T02:27:19Z,Guardian - US news,https://www.theguardian.com/us-news/live/2025/dec/08/donald-trump-pete-hegseth-defense-security-indiana-us-politics-live-news-updates,This live blog is now closed.,artificial intelligence,"transportation, bridge"
Trump discusses Venezuela with advisers as Hegseth distances himself from second strike on suspected drug boat –as it happened,2025-12-02T03:08:51Z,Guardian - US news,https://www.theguardian.com/us-news/live/2025/dec/01/donald-trump-pete-hegseth-caribbean-boats-venezuela-immigration-us-politics-latest-news-updates,This live blog is now closed.,artificial intelligence,"transportation, bridge"
